17:09:45.896 server/routes.ts(2533,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2533,55): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2533,60): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2574,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2574,66): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2574,71): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2629,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2629,61): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2629,66): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2707,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2707,68): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2707,73): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2736,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2736,59): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2736,64): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2765,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2765,67): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2765,72): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2802,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.897 server/routes.ts(2802,101): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.897 server/routes.ts(2802,106): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.898 server/routes.ts(2949,7): error TS2339: Property 'patch' does not exist on type 'Express'.
17:09:45.898 server/routes.ts(2949,92): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.898 server/routes.ts(2949,97): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.898 server/routes.ts(2999,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.898 server/routes.ts(2999,51): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.898 server/routes.ts(2999,56): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3004,7): error TS2339: Property 'get' does not exist on type 'Express'.
17:09:45.899 server/routes.ts(3004,63): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3004,68): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3009,7): error TS2339: Property 'post' does not exist on type 'Express'.
17:09:45.899 server/routes.ts(3009,52): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3009,57): error TS7006: Parameter 'res' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3016,7): error TS2339: Property 'put' does not exist on type 'Express'.
17:09:45.899 server/routes.ts(3016,76): error TS7006: Parameter 'req' implicitly has an 'any' type.
17:09:45.899 server/routes.ts(3016,81): error TS7006: Parameter 'res' implicitly has an 'any' type.
